"Afghanistan",0.3526,0.3526
"Albania",7.4605,7.4605
"Algeria",0.4286,0.4286
"American Samoa",14.2554,14.2554
"Andorra",36.2555,36.2555
"Angola",0.1946,0.1946
"Anguilla",13.2518,13.2518
"Antigua and Barbuda",5.6353,5.6353
"Argentina",14.1249,14.1249
"Armenia",11.1112,11.1112
"Aruba",24.8531,24.8531
"Australia",19.5899,19.5899
"Austria",34.0534,34.0534
"Azerbaijan",5.2623,5.2623
"Bahamas",5.9902,5.9902
"Bahrain",28.4251,28.4251
"Bangladesh",0.8245,0.8245
"Barbados",19.7050,19.7050
"Belarus",6.8577,6.8577
"Belgium",23.4681,23.4681
"Belize",10.3623,10.3623
"Benin",0.1407,0.1407
"Bermuda",16.0964,16.0964
"Bhutan",4.0001,4.0001
"Bolivia",5.9124,5.9124
"Bonaire Sint Eustatius and Saba",24.2551,24.2551
"Bosnia and Herzegovina",8.3868,8.3868
"Botswana",7.8392,7.8392
"Brazil",11.0662,11.0662
"British Virgin Islands",13.6830,13.6830
"Brunei",30.3720,30.3720
"Bulgaria",11.7546,11.7546
"Burkina Faso",0.0688,0.0688
"Burundi",0.2352,0.2352
"Cambodia",0.5216,0.5216
"Cameroon",0.3189,0.3189
"Canada",6.9059,6.9059
"Cape Verde",7.1290,7.1290
"Cayman Islands",23.7226,23.7226
"Central African Republic",0.2058,0.2058
"Chad",0.0313,0.0313
"Chile",15.0135,15.0135
"China",2.1416,2.1416
"Colombia",8.6393,8.6393
"Comoros",0.7207,0.7207
"Congo",0.2933,0.2933
"Cook Islands",37.0052,37.0052
"Costa Rica",13.6858,13.6858
"Cote d'Ivoire",0.2210,0.2210
"Croatia",18.9933,18.9933
"Cuba",6.3615,6.3615
"Curacao",14.4448,14.4448
"Cyprus",38.5321,38.5321
"Czechia",27.2953,27.2953
"Democratic Republic of Congo",0.0648,0.0648
"Denmark",31.4062,31.4062
"Djibouti",1.0828,1.0828
"Dominica",11.9892,11.9892
"Dominican Republic",3.9230,3.9230
"Ecuador",3.7181,3.7181
"Egypt",0.3187,0.3187
"El Salvador",2.0492,2.0492
"Equatorial Guinea",0.7316,0.7316
"Eritrea",0.1873,0.1873
"Estonia",26.1990,26.1990
"Eswatini",4.0417,4.0417
"Ethiopia",0.2817,0.2817
"Faeroe Islands",35.5281,35.5281
"Falkland Islands",24.1981,24.1981
"Fiji",4.6328,4.6328
"Finland",13.3813,13.3813
"France",29.3221,29.3221
"French Guiana",19.4945,19.4945
"French Polynesia",16.1164,16.1164
"Gabon",1.4274,1.4274
"Gambia",0.3343,0.3343
"Georgia",28.8789,28.8789
"Germany",22.1147,22.1147
"Ghana",0.3725,0.3725
"Gibraltar",36.7057,36.7057
"Greece",25.6429,25.6429
"Greenland",11.7460,11.7460
"Grenada",8.5533,8.5533
"Guadeloupe",27.7604,27.7604
"Guam",16.9934,16.9934
"Guatemala",4.0137,4.0137
"Guernsey",27.4417,27.4417
"Guinea",0.2048,0.2048
"Guinea-Bissau",0.3077,0.3077
"Guyana",5.4881,5.4881
"Haiti",0.2075,0.2075
"Honduras",3.1402,3.1402
"Hungary",13.4639,13.4639
"Iceland",28.5864,28.5864
"India",2.1542,2.1542
"Indonesia",1.5432,1.5432
"Iran",5.6775,5.6775
"Iraq",3.8500,3.8500
"Ireland",19.6189,19.6189
"Isle of Man",24.8246,24.8246
"Israel",28.6729,28.6729
"Italy",22.4528,22.4528
"Jamaica",3.4105,3.4105
"Japan",10.6830,10.6830
"Jersey",31.4648,31.4648
"Jordan",9.9185,9.9185
"Kazakhstan",5.0323,5.0323
"Kenya",0.4426,0.4426
"Kiribati",3.1895,3.1895
"Kosovo",9.7979,9.7979
"Kuwait",10.5074,10.5074
"Kyrgyzstan",1.2220,1.2220
"Laos",1.6005,1.6005
"Latvia",28.6486,28.6486
"Lebanon",14.2390,14.2390
"Lesotho",1.0330,1.0330
"Liberia",0.1044,0.1044
"Libya",5.0470,5.0470
"Liechtenstein",29.5554,29.5554
"Lithuania",27.7562,27.7562
"Luxembourg",31.2688,31.2688
"Madagascar",0.1620,0.1620
"Malawi",0.2988,0.2988
"Malaysia",8.4056,8.4056
"Maldives",22.0366,22.0366
"Mali",0.0968,0.0968
"Malta",12.9216,12.9216
"Marshall Islands",17.9626,17.9626
"Martinique",32.4701,32.4701
"Mauritania",0.8827,0.8827
"Mauritius",11.9665,11.9665
"Mayotte",8.3934,8.3934
"Mexico",3.6434,3.6434
"Micronesia (country)",17.6531,17.6531
"Moldova",11.9990,11.9990
"Monaco",23.8064,23.8064
"Mongolia",17.4734,17.4734
"Montenegro",26.0155,26.0155
"Montserrat",14.6844,14.6844
"Morocco",2.3253,2.3253
"Mozambique",0.4695,0.4695
"Myanmar",0.7828,0.7828
"Namibia",4.4997,4.4997
"Nauru",35.3028,35.3028
"Nepal",2.2288,2.2288
"Netherlands",28.1695,28.1695
"New Caledonia",14.0293,14.0293
"New Zealand",19.2951,19.2951
"Nicaragua",0.1590,0.1590
"Niger",0.0259,0.0259
"Nigeria",0.0892,0.0892
"Niue",27.7113,27.7113
"North Macedonia",10.7893,10.7893
"Northern Mariana Islands",14.6813,14.6813
"Norway",14.9965,14.9965
"Oman",6.2518,6.2518
"Pakistan",0.4790,0.4790
"Palau",25.7915,25.7915
"Palestine",8.8805,8.8805
"Panama",14.7020,14.7020
"Papua New Guinea",0.2890,0.2890
"Paraguay",7.0877,7.0877
"Peru",8.3617,8.3617
"Philippines",2.2034,2.2034
"Pitcairn",8.5106,8.5106
"Poland",10.4230,10.4230
"Portugal",29.6422,29.6422
"Puerto Rico",18.8989,18.8989
"Qatar",11.9719,11.9719
"Romania",10.5275,10.5275
"Russia",8.9419,8.9419
"Rwanda",0.6328,0.6328
"Saint Barthelemy",28.1598,28.1598
"Saint Helena",36.9444,36.9444
"Saint Kitts and Nevis",7.9071,7.9071
"Saint Lucia",9.6175,9.6175
"Saint Martin (French part)",22.3224,22.3224
"Saint Pierre and Miquelon",28.8980,28.8980
"Saint Vincent and the Grenadines",5.5921,5.5921
"Samoa",4.2784,4.2784
"San Marino",39.2463,39.2463
"Sao Tome and Principe",1.9099,1.9099
"Saudi Arabia",1.6629,1.6629
"Senegal",0.3650,0.3650
"Serbia",21.6749,21.6749
"Seychelles",27.8053,27.8053
"Sierra Leone",0.0689,0.0689
"Singapore",20.2003,20.2003
"Sint Maarten (Dutch part)",15.2906,15.2906
"Slovakia",19.3216,19.3216
"Slovenia",34.6527,34.6527
"Solomon Islands",1.7895,1.7895
"Somalia",0.1096,0.1096
"South Africa",4.6976,4.6976
"South Korea",26.7994,26.7994
"South Sudan",0.1209,0.1209
"Spain",17.1760,17.1760
"Sri Lanka",1.9687,1.9687
"Sudan",0.0977,0.0977
"Suriname",8.3088,8.3088
"Sweden",15.8104,15.8104
"Switzerland",27.7033,27.7033
"Syria",0.1768,0.1768
"Tajikistan",0.1555,0.1555
"Tanzania",0.0384,0.0384
"Thailand",3.5697,3.5697
"Timor",1.1379,1.1379
"Togo",0.2887,0.2887
"Tokelau",2.5094,2.5094
"Tonga",12.1611,12.1611
"Trinidad and Tobago",6.9395,6.9395
"Tunisia",5.9282,5.9282
"Turkey",12.2509,12.2509
"Turks and Caicos Islands",9.2781,9.2781
"Tuvalu",18.6843,18.6843
"Uganda",0.2443,0.2443
"Ukraine",8.7510,8.7510
"United Arab Emirates",7.4065,7.4065
"United Kingdom",21.0752,21.0752
"United States",17.9805,17.9805
"United States Virgin Islands",13.9760,13.9760
"Uruguay",17.7393,17.7393
"Uzbekistan",0.3469,0.3469
"Vanuatu",2.0884,2.0884
"Vatican",2.9226,2.9226
"Venezuela",1.3219,1.3219
"Vietnam",5.8588,5.8588
"Wallis and Futuna",14.8183,14.8183
"Yemen",0.0255,0.0255
"Zambia",1.1193,1.1193
"Zimbabwe",1.0103,1.0103
